text,card_number,date,full_name,amount,merchant
"On 1996-11-10, Ethan Fletcher paid $507.27 using card number 4905040433335381 at Walker, Thomas and Garcia.",4905040433335381,1996-11-10,Ethan Fletcher,507.27,"Walker, Thomas and Garcia"
"On 1997-07-24, Christina Robinson paid $594.28 using card number 2720787180933910 at Morris, Perez and Khan.",2720787180933910,1997-07-24,Christina Robinson,594.28,"Morris, Perez and Khan"
"On 2023-01-02, Tyler Garrison paid $871.0 using card number 060411987567 at Cortez, Warren and Smith.",060411987567,2023-01-02,Tyler Garrison,871.0,"Cortez, Warren and Smith"
"On 2019-08-17, Mark Jimenez paid $875.45 using card number 4009156182980360 at Morrow-Carlson.",4009156182980360,2019-08-17,Mark Jimenez,875.45,Morrow-Carlson
"On 2009-02-17, Shelby Fowler paid $445.9 using card number 3509365952014915 at Rodriguez-Carter.",3509365952014915,2009-02-17,Shelby Fowler,445.9,Rodriguez-Carter
"On 2000-09-16, Katie Jones paid $530.69 using card number 4875092632232 at Rogers-Barnes.",4875092632232,2000-09-16,Katie Jones,530.69,Rogers-Barnes
"On 2020-08-12, Jessica Burch paid $462.36 using card number 2250428860505375 at Stone Inc.",2250428860505375,2020-08-12,Jessica Burch,462.36,Stone Inc
"On 2020-09-16, Michael Jones paid $725.22 using card number 5560030835669100 at Garcia and Sons.",5560030835669100,2020-09-16,Michael Jones,725.22,Garcia and Sons
"On 2013-11-01, Karina Hines paid $415.88 using card number 4550688269174 at Howell PLC.",4550688269174,2013-11-01,Karina Hines,415.88,Howell PLC
"On 2019-04-05, David Brooks paid $658.23 using card number 4013480873543788267 at Brown Ltd.",4013480873543788267,2019-04-05,David Brooks,658.23,Brown Ltd
"On 1987-05-16, Michelle Chavez paid $162.82 using card number 370908599144926 at Aguirre, Powell and Harper.",370908599144926,1987-05-16,Michelle Chavez,162.82,"Aguirre, Powell and Harper"
"On 2008-09-14, Lauren Walsh paid $474.8 using card number 3599648997184285 at Thomas PLC.",3599648997184285,2008-09-14,Lauren Walsh,474.8,Thomas PLC
"On 2008-05-17, Paula Jordan paid $969.51 using card number 2260849932312342 at Yu, Brown and Dean.",2260849932312342,2008-05-17,Paula Jordan,969.51,"Yu, Brown and Dean"
"On 2008-03-22, Carrie Lewis paid $345.18 using card number 676172617604 at Perez, Lawson and Nguyen.",676172617604,2008-03-22,Carrie Lewis,345.18,"Perez, Lawson and Nguyen"
"On 1980-01-08, Joshua Sweeney paid $695.78 using card number 4382804056129963 at Garza-Howard.",4382804056129963,1980-01-08,Joshua Sweeney,695.78,Garza-Howard
"On 1979-12-01, Annette Rivas paid $653.34 using card number 4641869656130874 at Aguirre LLC.",4641869656130874,1979-12-01,Annette Rivas,653.34,Aguirre LLC
"On 2021-03-13, Sandra Martin paid $853.25 using card number 3514346823948401 at Smith Ltd.",3514346823948401,2021-03-13,Sandra Martin,853.25,Smith Ltd
"On 1971-09-26, Corey Salazar paid $853.82 using card number 180096610168312 at Dougherty Group.",180096610168312,1971-09-26,Corey Salazar,853.82,Dougherty Group
"On 2009-08-21, Shari Boyd paid $860.75 using card number 213194149150769 at May-Sims.",213194149150769,2009-08-21,Shari Boyd,860.75,May-Sims
"On 2018-08-11, Douglas Martin paid $386.21 using card number 060453440772 at Mcclure-Barber.",060453440772,2018-08-11,Douglas Martin,386.21,Mcclure-Barber
"On 2022-12-04, Tara Jones paid $323.49 using card number 6011925081776025 at Johnson-Zuniga.",6011925081776025,2022-12-04,Tara Jones,323.49,Johnson-Zuniga
"On 1970-09-22, Joshua Miller paid $721.53 using card number 4133373125523566 at Atkinson and Sons.",4133373125523566,1970-09-22,Joshua Miller,721.53,Atkinson and Sons
"On 1982-12-16, Vanessa Bennett paid $761.81 using card number 4192061363852775 at West Ltd.",4192061363852775,1982-12-16,Vanessa Bennett,761.81,West Ltd
"On 1999-05-05, Andrew Roth paid $873.66 using card number 180044902950260 at Mitchell-Brown.",180044902950260,1999-05-05,Andrew Roth,873.66,Mitchell-Brown
"On 1980-12-27, Cody Smith paid $45.54 using card number 30341678127780 at Davis, Vasquez and Hoover.",30341678127780,1980-12-27,Cody Smith,45.54,"Davis, Vasquez and Hoover"
"On 2021-07-29, Melissa Kim paid $77.74 using card number 213113486298577 at Delacruz-Hall.",213113486298577,2021-07-29,Melissa Kim,77.74,Delacruz-Hall
"On 2023-06-18, Tina Johnson paid $634.85 using card number 213118285605393 at Chapman, Ball and Patterson.",213118285605393,2023-06-18,Tina Johnson,634.85,"Chapman, Ball and Patterson"
"On 1985-03-28, Matthew Jackson paid $921.72 using card number 4770673682050681 at Bailey, Craig and Miller.",4770673682050681,1985-03-28,Matthew Jackson,921.72,"Bailey, Craig and Miller"
"On 2021-05-17, Mrs. Laura Novak paid $997.45 using card number 6505871469218219 at Friedman, Grant and Ferguson.",6505871469218219,2021-05-17,Mrs. Laura Novak,997.45,"Friedman, Grant and Ferguson"
"On 1999-06-24, Crystal Wilkinson paid $749.3 using card number 4369984802205098 at George, Holt and Romero.",4369984802205098,1999-06-24,Crystal Wilkinson,749.3,"George, Holt and Romero"
"On 1997-05-02, Christopher Woodard paid $439.63 using card number 4495988114578870712 at Myers-Gonzalez.",4495988114578870712,1997-05-02,Christopher Woodard,439.63,Myers-Gonzalez
"On 1999-09-14, Shannon Andrews paid $107.46 using card number 4097461917798761 at Crawford, Bruce and Hood.",4097461917798761,1999-09-14,Shannon Andrews,107.46,"Crawford, Bruce and Hood"
"On 1994-07-10, Sonya Alvarado paid $637.41 using card number 4893708580623502 at James-Harvey.",4893708580623502,1994-07-10,Sonya Alvarado,637.41,James-Harvey
"On 1994-01-09, Kevin Gonzalez paid $873.85 using card number 4900124825544282 at Phillips, Little and Walters.",4900124825544282,1994-01-09,Kevin Gonzalez,873.85,"Phillips, Little and Walters"
"On 1982-02-08, Miranda Randolph paid $449.24 using card number 4633891562415280 at Price-Schmitt.",4633891562415280,1982-02-08,Miranda Randolph,449.24,Price-Schmitt
"On 1987-11-21, Trevor Burns paid $697.06 using card number 4933589513818654 at Herring-Hansen.",4933589513818654,1987-11-21,Trevor Burns,697.06,Herring-Hansen
"On 2004-11-11, Marcus Rich paid $904.39 using card number 676257443033 at Jones, Collier and Sloan.",676257443033,2004-11-11,Marcus Rich,904.39,"Jones, Collier and Sloan"
"On 1992-03-27, Frederick Chavez paid $55.53 using card number 3520385934015363 at Harris-Robinson.",3520385934015363,1992-03-27,Frederick Chavez,55.53,Harris-Robinson
"On 2024-08-08, Brittany Lin paid $798.18 using card number 4936781367500945 at Campbell Inc.",4936781367500945,2024-08-08,Brittany Lin,798.18,Campbell Inc
"On 2011-03-06, Kelly Hoffman paid $300.43 using card number 639052769812 at Conley, Todd and Smith.",639052769812,2011-03-06,Kelly Hoffman,300.43,"Conley, Todd and Smith"
"On 2004-06-18, Frederick Mejia paid $381.09 using card number 343888562258669 at Sparks-Cole.",343888562258669,2004-06-18,Frederick Mejia,381.09,Sparks-Cole
"On 1991-08-06, Jennifer Cox paid $154.11 using card number 30442275854857 at Skinner, Roberts and Shaw.",30442275854857,1991-08-06,Jennifer Cox,154.11,"Skinner, Roberts and Shaw"
"On 1977-11-16, Samantha Esparza paid $535.85 using card number 4165020002453931320 at Oneill-Jones.",4165020002453931320,1977-11-16,Samantha Esparza,535.85,Oneill-Jones
"On 2011-12-25, Duane Meyer paid $570.27 using card number 585708368212 at Cruz-Harvey.",585708368212,2011-12-25,Duane Meyer,570.27,Cruz-Harvey
"On 1974-09-26, Dr. Tamara Roberts paid $794.59 using card number 3527367746202580 at Robinson, Cervantes and Zimmerman.",3527367746202580,1974-09-26,Dr. Tamara Roberts,794.59,"Robinson, Cervantes and Zimmerman"
"On 2003-04-25, Kelly Perry paid $178.28 using card number 5531239204910609 at Harris PLC.",5531239204910609,2003-04-25,Kelly Perry,178.28,Harris PLC
"On 2020-10-27, Karen Flores paid $88.18 using card number 30508276817224 at Hart-Baker.",30508276817224,2020-10-27,Karen Flores,88.18,Hart-Baker
"On 1978-03-25, Sean Higgins paid $872.13 using card number 4290529187683163 at Harrison, Brown and Mcdaniel.",4290529187683163,1978-03-25,Sean Higgins,872.13,"Harrison, Brown and Mcdaniel"
"On 1981-08-26, Cindy Jenkins paid $623.51 using card number 4399205222997 at Oconnor LLC.",4399205222997,1981-08-26,Cindy Jenkins,623.51,Oconnor LLC
"On 2003-04-14, Elizabeth Butler paid $248.42 using card number 4438823255398355 at Newman, Mclaughlin and Khan.",4438823255398355,2003-04-14,Elizabeth Butler,248.42,"Newman, Mclaughlin and Khan"
"On 2011-01-28, Audrey Barry paid $913.7 using card number 4643095449792 at Gonzales, Lopez and Thompson.",4643095449792,2011-01-28,Audrey Barry,913.7,"Gonzales, Lopez and Thompson"
"On 1986-07-16, Kristin Herman paid $151.69 using card number 2221539787137526 at Hernandez Ltd.",2221539787137526,1986-07-16,Kristin Herman,151.69,Hernandez Ltd
"On 1993-10-09, Katie Carroll paid $466.54 using card number 5556083200487976 at Clark, Singh and Bush.",5556083200487976,1993-10-09,Katie Carroll,466.54,"Clark, Singh and Bush"
"On 2009-01-19, Robin Wyatt paid $261.44 using card number 372386003044362 at Rodriguez-Jones.",372386003044362,2009-01-19,Robin Wyatt,261.44,Rodriguez-Jones
"On 2011-08-27, Nancy Lee paid $262.77 using card number 4910292950143747 at Buck PLC.",4910292950143747,2011-08-27,Nancy Lee,262.77,Buck PLC
"On 2017-08-30, Bruce Mcdaniel paid $19.3 using card number 6513971912602215 at Ortiz-Goodwin.",6513971912602215,2017-08-30,Bruce Mcdaniel,19.3,Ortiz-Goodwin
"On 2006-01-04, Nathan Stanley paid $806.59 using card number 4191116612201900 at Randolph-Gonzalez.",4191116612201900,2006-01-04,Nathan Stanley,806.59,Randolph-Gonzalez
"On 1989-03-12, Ashley Duran paid $902.2 using card number 3504936653802744 at Garcia LLC.",3504936653802744,1989-03-12,Ashley Duran,902.2,Garcia LLC
"On 1989-07-06, Vicki Hernandez paid $680.83 using card number 639086825093 at Anderson-Larsen.",639086825093,1989-07-06,Vicki Hernandez,680.83,Anderson-Larsen
"On 1979-08-28, Crystal Chavez paid $166.4 using card number 3555610399529709 at Lee-Mcconnell.",3555610399529709,1979-08-28,Crystal Chavez,166.4,Lee-Mcconnell
"On 1998-10-01, William Conrad paid $447.31 using card number 180085642304128 at Cox and Sons.",180085642304128,1998-10-01,William Conrad,447.31,Cox and Sons
"On 1985-07-12, Scott Johnson paid $352.11 using card number 30387402990712 at Martinez LLC.",30387402990712,1985-07-12,Scott Johnson,352.11,Martinez LLC
"On 1997-08-06, Luis Velez paid $591.7 using card number 213155420340304 at Elliott-Tate.",213155420340304,1997-08-06,Luis Velez,591.7,Elliott-Tate
"On 2002-08-20, Christopher Sanchez paid $642.55 using card number 30564915795545 at Taylor LLC.",30564915795545,2002-08-20,Christopher Sanchez,642.55,Taylor LLC
"On 1985-08-22, Nancy Gutierrez paid $430.07 using card number 36010801810307 at Cole LLC.",36010801810307,1985-08-22,Nancy Gutierrez,430.07,Cole LLC
"On 2017-12-05, Nathan Mccann paid $257.6 using card number 2526808081571298 at Ford and Sons.",2526808081571298,2017-12-05,Nathan Mccann,257.6,Ford and Sons
"On 1988-10-01, Donna Booker paid $846.85 using card number 213167130735103 at Evans-Owen.",213167130735103,1988-10-01,Donna Booker,846.85,Evans-Owen
"On 1970-05-16, Allen Martinez paid $207.22 using card number 4300962588576694 at Gonzalez-Lambert.",4300962588576694,1970-05-16,Allen Martinez,207.22,Gonzalez-Lambert
"On 2002-04-29, Sandra Lyons paid $390.85 using card number 4274666215915 at Johnson LLC.",4274666215915,2002-04-29,Sandra Lyons,390.85,Johnson LLC
"On 2014-07-31, David Smith paid $488.38 using card number 6561459011079775 at Richards-Stephens.",6561459011079775,2014-07-31,David Smith,488.38,Richards-Stephens
"On 2010-02-15, Lee Johnson paid $244.83 using card number 213194905315200 at Lucas-Harper.",213194905315200,2010-02-15,Lee Johnson,244.83,Lucas-Harper
"On 1997-12-17, Justin Carter paid $576.2 using card number 36987313797165 at Moses-Hernandez.",36987313797165,1997-12-17,Justin Carter,576.2,Moses-Hernandez
"On 2015-07-30, Omar Rasmussen paid $579.06 using card number 30407794332560 at Larson, Aguilar and Barr.",30407794332560,2015-07-30,Omar Rasmussen,579.06,"Larson, Aguilar and Barr"
"On 1980-10-11, Ashley Jenkins paid $992.77 using card number 3501426203708784 at Ortega, Johnson and Pratt.",3501426203708784,1980-10-11,Ashley Jenkins,992.77,"Ortega, Johnson and Pratt"
"On 2006-07-30, Jeremy Johnson paid $302.28 using card number 4181359989897213 at Garrett, Oconnell and Reilly.",4181359989897213,2006-07-30,Jeremy Johnson,302.28,"Garrett, Oconnell and Reilly"
"On 2020-03-08, Sophia Boyd paid $978.17 using card number 213118644822176 at Duncan Group.",213118644822176,2020-03-08,Sophia Boyd,978.17,Duncan Group
"On 1982-03-28, John Davis paid $661.65 using card number 180070820048069 at James Inc.",180070820048069,1982-03-28,John Davis,661.65,James Inc
"On 1994-02-18, Amber Williams paid $281.74 using card number 4112879429688276979 at Reeves LLC.",4112879429688276979,1994-02-18,Amber Williams,281.74,Reeves LLC
"On 1977-04-13, Felicia Bennett paid $570.27 using card number 2716156078327484 at Carpenter-Trevino.",2716156078327484,1977-04-13,Felicia Bennett,570.27,Carpenter-Trevino
"On 1974-05-29, Jesse Edwards paid $688.94 using card number 4240964966834961 at Smith-Hoffman.",4240964966834961,1974-05-29,Jesse Edwards,688.94,Smith-Hoffman
"On 1988-02-05, Toni Osborne paid $747.22 using card number 2292259364882089 at Ross, Horton and Perez.",2292259364882089,1988-02-05,Toni Osborne,747.22,"Ross, Horton and Perez"
"On 1974-04-26, Andrea Johnson paid $58.55 using card number 630424672875 at Evans and Sons.",630424672875,1974-04-26,Andrea Johnson,58.55,Evans and Sons
"On 1987-04-27, William Williams paid $610.34 using card number 2713592361337603 at Hawkins-Davis.",2713592361337603,1987-04-27,William Williams,610.34,Hawkins-Davis
"On 1988-08-14, Shelley Terry paid $501.76 using card number 342544724191659 at French Group.",342544724191659,1988-08-14,Shelley Terry,501.76,French Group
"On 1997-04-08, Tina Blair paid $905.11 using card number 6011771824989800 at Whitaker-Thomas.",6011771824989800,1997-04-08,Tina Blair,905.11,Whitaker-Thomas
"On 1996-12-08, Danielle Hester paid $293.33 using card number 4746813592664869895 at Montgomery, Alexander and Conrad.",4746813592664869895,1996-12-08,Danielle Hester,293.33,"Montgomery, Alexander and Conrad"
"On 1994-08-03, Michael Woods paid $800.87 using card number 6515594501192923 at Terry Group.",6515594501192923,1994-08-03,Michael Woods,800.87,Terry Group
"On 2014-01-26, David Daugherty paid $610.99 using card number 3551171603988631 at Garcia PLC.",3551171603988631,2014-01-26,David Daugherty,610.99,Garcia PLC
"On 2016-06-09, Thomas Lutz paid $358.8 using card number 4590670009942489424 at Floyd-Yang.",4590670009942489424,2016-06-09,Thomas Lutz,358.8,Floyd-Yang
"On 2000-02-26, Sean Burns paid $640.25 using card number 180067605642041 at Medina-Johnson.",180067605642041,2000-02-26,Sean Burns,640.25,Medina-Johnson
"On 1978-11-26, Jared James paid $624.68 using card number 30453389062352 at Lopez, Barnes and Haynes.",30453389062352,1978-11-26,Jared James,624.68,"Lopez, Barnes and Haynes"
"On 1982-09-16, Timothy Coleman paid $680.99 using card number 502065995305 at Thompson LLC.",502065995305,1982-09-16,Timothy Coleman,680.99,Thompson LLC
"On 2004-04-03, William Davis paid $723.72 using card number 4677462591601121 at Ferguson-Holmes.",4677462591601121,2004-04-03,William Davis,723.72,Ferguson-Holmes
"On 2010-07-11, Shannon Thompson paid $662.59 using card number 6011080179867789 at Wallace-Floyd.",6011080179867789,2010-07-11,Shannon Thompson,662.59,Wallace-Floyd
"On 1973-08-22, Nicholas Calhoun paid $839.95 using card number 639047264267 at Rice and Sons.",639047264267,1973-08-22,Nicholas Calhoun,839.95,Rice and Sons
"On 2015-09-18, Dr. Carrie Anderson paid $631.97 using card number 3553659680785258 at Neal, Hall and Nguyen.",3553659680785258,2015-09-18,Dr. Carrie Anderson,631.97,"Neal, Hall and Nguyen"
"On 2006-07-24, Victoria Mitchell paid $904.37 using card number 4400644547523112324 at Cannon, Simon and Henry.",4400644547523112324,2006-07-24,Victoria Mitchell,904.37,"Cannon, Simon and Henry"
"On 2002-04-22, Christopher Jones paid $649.88 using card number 3577633427203885 at Klein-Pena.",3577633427203885,2002-04-22,Christopher Jones,649.88,Klein-Pena
"On 2023-12-14, Cheyenne Hughes paid $315.84 using card number 639019630453 at Nguyen PLC.",639019630453,2023-12-14,Cheyenne Hughes,315.84,Nguyen PLC
"On 2004-05-17, Shane Alexander paid $446.41 using card number 213149353400185 at Palmer-Jones.",213149353400185,2004-05-17,Shane Alexander,446.41,Palmer-Jones
"On 2000-08-24, Karen Harvey paid $583.78 using card number 6524445446083850 at Mueller, Rodriguez and May.",6524445446083850,2000-08-24,Karen Harvey,583.78,"Mueller, Rodriguez and May"
"On 1980-07-19, Kevin Robertson paid $735.04 using card number 4391287884869993 at George, Torres and Galloway.",4391287884869993,1980-07-19,Kevin Robertson,735.04,"George, Torres and Galloway"
"On 1995-12-14, Victoria Fernandez paid $99.23 using card number 30271472463018 at King, Adams and Conway.",30271472463018,1995-12-14,Victoria Fernandez,99.23,"King, Adams and Conway"
"On 1980-09-10, Miss Kathryn Myers paid $302.16 using card number 213197283391214 at Clark, Jackson and Camacho.",213197283391214,1980-09-10,Miss Kathryn Myers,302.16,"Clark, Jackson and Camacho"
"On 1970-02-22, Alexis Hall paid $750.01 using card number 060498322100 at Brown PLC.",060498322100,1970-02-22,Alexis Hall,750.01,Brown PLC
"On 2024-03-24, Edward Watson paid $183.88 using card number 6566100898761086 at Roberts Ltd.",6566100898761086,2024-03-24,Edward Watson,183.88,Roberts Ltd
"On 2010-01-23, Eric Cline paid $140.84 using card number 4531980746820 at Collier-Tyler.",4531980746820,2010-01-23,Eric Cline,140.84,Collier-Tyler
"On 2020-07-04, Diana Rivera paid $544.01 using card number 501830762057 at Gray, Flowers and Rivera.",501830762057,2020-07-04,Diana Rivera,544.01,"Gray, Flowers and Rivera"
"On 1989-03-15, Stephanie Bender paid $971.77 using card number 3566664110654111 at Morton PLC.",3566664110654111,1989-03-15,Stephanie Bender,971.77,Morton PLC
"On 1990-01-08, Jessica Kelley paid $535.54 using card number 346994970890585 at Taylor, Ferguson and Bradley.",346994970890585,1990-01-08,Jessica Kelley,535.54,"Taylor, Ferguson and Bradley"
"On 2013-08-11, Joseph Fleming paid $914.35 using card number 3526970838688896 at Harrington-Jones.",3526970838688896,2013-08-11,Joseph Fleming,914.35,Harrington-Jones
"On 1975-12-02, Kurt Martinez paid $832.17 using card number 589625719762 at Reynolds Ltd.",589625719762,1975-12-02,Kurt Martinez,832.17,Reynolds Ltd
"On 1994-07-31, Teresa Bowers paid $264.4 using card number 378982604180953 at Dixon-Mata.",378982604180953,1994-07-31,Teresa Bowers,264.4,Dixon-Mata
"On 1989-01-28, Sandy Arnold paid $826.44 using card number 2477412746921185 at Franklin PLC.",2477412746921185,1989-01-28,Sandy Arnold,826.44,Franklin PLC
"On 1987-12-28, Robert Keith paid $487.03 using card number 6011642229758910 at Simon, Adams and Anderson.",6011642229758910,1987-12-28,Robert Keith,487.03,"Simon, Adams and Anderson"
"On 1970-01-02, Ryan Richardson paid $808.42 using card number 180045705682091 at Andrews, Hurley and Williams.",180045705682091,1970-01-02,Ryan Richardson,808.42,"Andrews, Hurley and Williams"
"On 2023-08-05, Lisa Clay paid $749.09 using card number 4356407232472828 at Smith-Davis.",4356407232472828,2023-08-05,Lisa Clay,749.09,Smith-Davis
"On 2002-10-07, Rebecca Brooks paid $345.33 using card number 213124731261682 at Brown LLC.",213124731261682,2002-10-07,Rebecca Brooks,345.33,Brown LLC
"On 1972-12-20, Jeffery Adkins paid $124.02 using card number 213111950927119 at Cox, Arroyo and Atkins.",213111950927119,1972-12-20,Jeffery Adkins,124.02,"Cox, Arroyo and Atkins"
"On 2017-09-06, Abigail Webb paid $963.26 using card number 30092300716959 at Miller, Gordon and Glover.",30092300716959,2017-09-06,Abigail Webb,963.26,"Miller, Gordon and Glover"
"On 2010-07-03, Scott Cooper paid $149.35 using card number 180043298769896 at Ramirez-Kennedy.",180043298769896,2010-07-03,Scott Cooper,149.35,Ramirez-Kennedy
"On 2015-03-09, Christian Hampton paid $966.84 using card number 2319827348131044 at Powell, Cohen and Jones.",2319827348131044,2015-03-09,Christian Hampton,966.84,"Powell, Cohen and Jones"
"On 1987-02-08, Joshua Fritz paid $861.54 using card number 4574835268064860673 at Galvan-Gordon.",4574835268064860673,1987-02-08,Joshua Fritz,861.54,Galvan-Gordon
"On 1988-10-30, Jeremy Wallace paid $726.97 using card number 180025364628056 at Williams, Ward and Harvey.",180025364628056,1988-10-30,Jeremy Wallace,726.97,"Williams, Ward and Harvey"
"On 2019-09-20, Johnny Graves paid $980.14 using card number 345623920908558 at Wade PLC.",345623920908558,2019-09-20,Johnny Graves,980.14,Wade PLC
"On 2016-09-24, Jill Price paid $967.6 using card number 2241117861902549 at Thompson, Schultz and Sullivan.",2241117861902549,2016-09-24,Jill Price,967.6,"Thompson, Schultz and Sullivan"
"On 1998-06-04, Amy Moore paid $806.54 using card number 3535412012275959 at Ellison, Miller and Rodriguez.",3535412012275959,1998-06-04,Amy Moore,806.54,"Ellison, Miller and Rodriguez"
"On 1978-10-15, Jeremy Lee paid $372.12 using card number 4594795074077 at Larson-Williams.",4594795074077,1978-10-15,Jeremy Lee,372.12,Larson-Williams
"On 1993-09-11, Lauren Smith paid $792.78 using card number 370310064934032 at Pace and Sons.",370310064934032,1993-09-11,Lauren Smith,792.78,Pace and Sons
"On 2007-02-13, Lisa Thompson paid $23.78 using card number 6011894118491356 at Reed-Brady.",6011894118491356,2007-02-13,Lisa Thompson,23.78,Reed-Brady
"On 2007-04-05, Jennifer Patterson paid $541.21 using card number 372056100679903 at Jones Group.",372056100679903,2007-04-05,Jennifer Patterson,541.21,Jones Group
"On 1985-04-25, Tracey Brooks paid $460.24 using card number 3574037842339444 at Smith Group.",3574037842339444,1985-04-25,Tracey Brooks,460.24,Smith Group
"On 1989-06-15, Mrs. Beverly Myers paid $676.1 using card number 36255032501734 at Stevens LLC.",36255032501734,1989-06-15,Mrs. Beverly Myers,676.1,Stevens LLC
"On 2013-05-12, Amber Sanchez paid $675.62 using card number 4292334511009062 at Peters, Gutierrez and King.",4292334511009062,2013-05-12,Amber Sanchez,675.62,"Peters, Gutierrez and King"
"On 1992-10-06, Abigail Kemp paid $588.71 using card number 503811667321 at Cook-Walter.",503811667321,1992-10-06,Abigail Kemp,588.71,Cook-Walter
"On 1982-03-12, Cynthia Lambert paid $824.19 using card number 3559212996426037 at Dyer and Sons.",3559212996426037,1982-03-12,Cynthia Lambert,824.19,Dyer and Sons
"On 1993-06-05, Jeremy Davis paid $940.89 using card number 30558214770928 at Perez PLC.",30558214770928,1993-06-05,Jeremy Davis,940.89,Perez PLC
"On 2005-07-16, Thomas Floyd paid $117.26 using card number 503836219215 at Browning, Sharp and Parks.",503836219215,2005-07-16,Thomas Floyd,117.26,"Browning, Sharp and Parks"
"On 2002-01-05, Laura Ford paid $241.48 using card number 3561186385588191 at Padilla Inc.",3561186385588191,2002-01-05,Laura Ford,241.48,Padilla Inc
"On 1981-09-24, Katie Perkins paid $34.77 using card number 6011053789318691 at Hill, Ali and Collins.",6011053789318691,1981-09-24,Katie Perkins,34.77,"Hill, Ali and Collins"
"On 2006-07-09, Juan Gilbert paid $885.39 using card number 676318227201 at Garrett and Sons.",676318227201,2006-07-09,Juan Gilbert,885.39,Garrett and Sons
"On 2015-10-22, Michelle Haynes paid $565.79 using card number 4041447432811657 at Fitzgerald Ltd.",4041447432811657,2015-10-22,Michelle Haynes,565.79,Fitzgerald Ltd
"On 1978-08-28, Jeffrey Howard paid $916.1 using card number 503803042327 at Liu, Sanchez and Robbins.",503803042327,1978-08-28,Jeffrey Howard,916.1,"Liu, Sanchez and Robbins"
"On 1973-11-28, Craig Fleming paid $229.15 using card number 639028165061 at Espinoza-Larson.",639028165061,1973-11-28,Craig Fleming,229.15,Espinoza-Larson
"On 2016-06-15, Wanda Davis paid $72.58 using card number 38756919832108 at Good, Jones and Evans.",38756919832108,2016-06-15,Wanda Davis,72.58,"Good, Jones and Evans"
"On 1983-10-26, Chris Miller paid $825.62 using card number 3529831043841968 at Barnes Inc.",3529831043841968,1983-10-26,Chris Miller,825.62,Barnes Inc
"On 2004-11-07, Tara Miller paid $910.29 using card number 213156856670636 at Cox-Brown.",213156856670636,2004-11-07,Tara Miller,910.29,Cox-Brown
"On 1981-05-20, Eric Munoz paid $309.17 using card number 3544076634933961 at Lopez-Bradford.",3544076634933961,1981-05-20,Eric Munoz,309.17,Lopez-Bradford
"On 2016-03-21, Deborah Hernandez paid $414.21 using card number 6011611424362588 at Horn, Fields and Friedman.",6011611424362588,2016-03-21,Deborah Hernandez,414.21,"Horn, Fields and Friedman"
"On 2008-02-02, Jamie Walker paid $148.38 using card number 180099196234193 at Ballard-Clay.",180099196234193,2008-02-02,Jamie Walker,148.38,Ballard-Clay
"On 2015-06-28, Michael Diaz paid $946.8 using card number 3572505833343031 at Porter, Johnson and Baird.",3572505833343031,2015-06-28,Michael Diaz,946.8,"Porter, Johnson and Baird"
"On 2019-07-20, Scott Long paid $311.32 using card number 4769475769453536593 at Frank, Reyes and Roman.",4769475769453536593,2019-07-20,Scott Long,311.32,"Frank, Reyes and Roman"
"On 1990-11-06, Ryan Montgomery paid $497.7 using card number 6011421254508098 at Miller, Peterson and Hodges.",6011421254508098,1990-11-06,Ryan Montgomery,497.7,"Miller, Peterson and Hodges"
"On 1978-01-28, Jacob Love paid $106.22 using card number 3555966472130744 at White-Martinez.",3555966472130744,1978-01-28,Jacob Love,106.22,White-Martinez
"On 2016-04-27, Judith Garcia paid $888.39 using card number 4489332614543079634 at Johnson Ltd.",4489332614543079634,2016-04-27,Judith Garcia,888.39,Johnson Ltd
"On 1989-01-04, Jack Montes paid $144.31 using card number 4785221158718457 at Kemp, Hamilton and Bullock.",4785221158718457,1989-01-04,Jack Montes,144.31,"Kemp, Hamilton and Bullock"
"On 1985-02-22, Sheri Hoover paid $459.11 using card number 30447017320869 at Ford-Anderson.",30447017320869,1985-02-22,Sheri Hoover,459.11,Ford-Anderson
"On 1995-01-03, Amy Pennington paid $673.78 using card number 6556337014005277 at Banks-Barrett.",6556337014005277,1995-01-03,Amy Pennington,673.78,Banks-Barrett
"On 1983-04-06, Joel Bradford paid $745.71 using card number 501802722147 at Coleman PLC.",501802722147,1983-04-06,Joel Bradford,745.71,Coleman PLC
"On 1971-10-28, Jeanette Knox paid $946.51 using card number 4913681720313695529 at Newman, Johnston and Welch.",4913681720313695529,1971-10-28,Jeanette Knox,946.51,"Newman, Johnston and Welch"
"On 2017-08-03, Patricia Ramos paid $424.94 using card number 30352595332221 at Lee, Boyd and Franklin.",30352595332221,2017-08-03,Patricia Ramos,424.94,"Lee, Boyd and Franklin"
"On 1997-01-08, Gregory Johnson paid $744.85 using card number 575735323660 at Solomon PLC.",575735323660,1997-01-08,Gregory Johnson,744.85,Solomon PLC
"On 1996-12-23, Adrian Martinez paid $162.98 using card number 30082697182360 at Gomez PLC.",30082697182360,1996-12-23,Adrian Martinez,162.98,Gomez PLC
"On 1984-09-29, Bonnie Clark paid $420.74 using card number 4176484673573 at Haas, Thomas and Martin.",4176484673573,1984-09-29,Bonnie Clark,420.74,"Haas, Thomas and Martin"
"On 1992-12-20, Clayton Beasley paid $108.03 using card number 3519442589222563 at Watson Inc.",3519442589222563,1992-12-20,Clayton Beasley,108.03,Watson Inc
